minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.625301833211125,33.356386670111334,13.45727963744745,37.20443532431386,8.216900881340935,23.428464237895575,13.456748328422284,28.017909430537852
0,Marvin the Martian,0.6045862368620506,32.986793207507816,15.275912720089574,33.236110193330425,6.03424628003464,28.3568521069978,10.93599418388097,17.409336691770054
0,Road Runner,0.6176963382751904,21.65836095669087,14.862229538488094,39.54973100837602,8.327758850684015,30.242465623737466,12.668799771277495,21.715201285752254
0,Foghorn Leghorn,0.6173375931196025,30.96014805418267,14.99562669370442,34.27165120499456,6.150873231353018,19.338192443864305,12.890246002838674,26.982402370747405
0,Bugs Bunny,0.6228886065208106,30.1360949897387,16.557764699710027,35.34962778875285,6.434469410627722,23.50954605162275,15.355423760802974,27.761197421187983
0,Elmer Fudd,0.6108953834221726,29.160500903220356,15.738036927527782,33.55770145714571,4.075475433719121,22.51282816409079,10.20167874272829,20.420491539579007
0,Lola Bunny,0.621074896487364,35.44150672363088,14.007038414398655,35.59361339181644,4.526984892966059,23.08002557653136,17.538892571907933,33.520211642784474
0,Porky Pig,0.6036678274369786,30.800872232284757,16.411847577098374,36.23111418961868,5.446345977972312,14.25884972736782,13.81815342306071,31.185578568973053
0,Tasmanian Devil,0.6047535320645203,28.585943834528734,14.54296955418576,34.372973627455934,2.371713262011125,20.79419507348145,7.200205483323114,18.493177507481374
0,Gossamer,0.6118194384980785,28.721297627122617,15.302591784820114,36.312709879543974,4.676393898291911,19.27667807707963,12.102843311259408,26.81509517402117
0,Granny,0.6035557768561695,26.793255707075428,14.589002206557792,35.61041438981615,5.029762548481924,18.942242152459084,14.693860447329765,29.846023317420187
0,Wile E. Coyote,0.6242250088673946,33.729544229094856,14.004562046178172,34.49229053679546,7.160114633915498,24.155808630313313,16.156492170185437,29.62658731430056
0,Tweety,0.6139558495506068,25.902663810082682,13.773249932821347,37.803691736298006,9.134162566308817,24.49798670143552,13.131632758383809,25.477767820536773
0,Penelope,0.6036350273289429,26.91630667897673,15.493777624042654,31.365281534587087,9.178179390277778,19.8350918825225,10.025406433818175,18.741840715062462
0,Daffy Duck,0.6219617630133317,29.27971964092003,14.362555325443962,35.96959784257271,7.278348761097063,20.79128016594813,16.00329282290438,31.587659931787126
12,Sylvester,0.619563960239359,34.63405031932859,14.976232826895995,37.93830189841719,9.008429069103016,23.231617268781847,12.48790832934592,25.989996692891634
12,Marvin the Martian,0.6006025688276799,30.199989638556612,13.876320782226008,31.028572978429516,6.903688278038769,19.321306400554132,12.442404921059177,23.834230940136354
12,Road Runner,0.6302764564693226,31.751066501243198,14.017795386795825,38.7769001360019,6.19975053736852,28.713122807033756,12.037890953142588,24.036859284563153
12,Foghorn Leghorn,0.6170385440014016,28.626427408788192,15.7448615865374,36.527057942319935,6.436367691343064,19.796295842685932,13.923829214888052,28.74941189355614
12,Bugs Bunny,0.6443637450167009,32.59509157477762,16.764002155335856,34.445545375332934,5.5327032471500655,13.603969527211692,12.959826556211677,31.606962195804623
12,Elmer Fudd,0.6134837762940824,33.69051206014121,14.646510376935908,39.82218942345643,4.712486050665508,25.407530685108245,17.15941834138132,33.077851444142766
12,Lola Bunny,0.635629877958891,35.071998280271124,14.308228569827659,38.47128199073043,2.5464535459652278,18.91110079779088,17.69775382714463,39.169207601659025
12,Porky Pig,0.610899964784732,32.36207245747654,14.784532406737734,36.30149362914397,4.485301222716894,19.175613581645162,15.69579026345807,32.50011920262442
12,Tasmanian Devil,0.5893850606028836,27.774794123761314,15.177756827583153,35.071201500985566,4.912542285382715,23.162085064804756,9.504771588272618,18.697599036929045
12,Gossamer,0.6152903893524029,32.44748868710794,15.134512225181002,30.08900009632923,5.222295241857515,14.29070469817197,13.306634077757575,28.36720742598477
12,Granny,0.6182093545423772,28.74987182444651,14.09863092069054,37.29802223779649,7.0406869405214465,16.639540957688396,12.866830807137921,30.54209942591825
12,Wile E. Coyote,0.6175795046922671,31.90744865004989,14.45246183595813,33.14516979185517,4.223103621029684,22.598928726111986,14.57482101275659,27.519121323440967
12,Tweety,0.5976390687254426,25.55477583787184,12.792268905855636,36.74480460794273,6.603608418899543,20.690471330511965,14.877167038587475,29.842366675265563
12,Penelope,0.6184615849551824,25.715497950041954,14.844106366263867,30.21269796738928,7.372787449201087,16.56857175846413,12.48525454926849,25.030252809920736
12,Daffy Duck,0.6192192922111012,28.54500086926508,15.020835072517707,34.49365935898334,5.360410147840648,25.467764511941972,12.146117085316332,22.33957554852361
24,Sylvester,0.6267977970679138,33.71308752955531,15.876678700420445,36.29134681699159,7.92163190048552,11.608294979934644,10.490437488557802,29.524325887976925
24,Marvin the Martian,0.6112372759889719,35.078506566852134,14.26253431405596,33.84187226087147,5.445482396428645,22.59654890300387,11.153340392592046,22.938011001428432
24,Road Runner,0.6384021939461058,27.211427852319783,14.286607521330216,36.08039771861568,6.134250861750672,29.144530704499026,10.034002285868828,19.256089213098004
24,Foghorn Leghorn,0.6154480691377716,33.783706908308915,15.552870504946718,34.854304074023624,4.980593924637845,18.906544948346177,14.87148907415817,30.502925110130743
24,Bugs Bunny,0.631150658150968,32.96798355614943,15.718315143228352,37.35633657735291,7.2633931264622875,22.31581723873025,13.277165037007057,27.825682608824717
24,Elmer Fudd,0.6251370541476201,27.97287828355371,15.989888148805884,39.02771920468154,5.299694668153505,20.33247062444092,16.051191578101268,33.414201419974844
24,Lola Bunny,0.6428273065240484,30.529187148666594,15.307985701010388,34.20562876592954,3.287794693304824,22.29762010276055,16.462223888553623,32.02227947037839
24,Porky Pig,0.6097390964545651,31.213014678483102,16.514324847943602,39.105143493173756,7.643919468158813,20.849582219600624,12.733947477988053,27.097145094779943
24,Tasmanian Devil,0.6098378255360176,24.60703721787117,15.004331636014635,37.0981160526015,3.8256991610500615,12.267366080327447,6.709587031108404,24.00306436411891
24,Gossamer,0.6341509197374589,31.760967614936195,15.03372078728444,35.12526534936574,5.747780254631927,18.04971263625521,13.64998922269498,30.4628070197564
24,Granny,0.6123308298229344,26.989251910062777,14.999674592440435,35.025749723903076,7.193298624707226,23.959428899804784,13.857729309253324,24.974789561744057
24,Wile E. Coyote,0.6114901702673289,32.524377209951,13.676114866867898,35.32927875340845,7.057036655942613,21.500093432439293,13.105056299485812,26.902067900735215
24,Tweety,0.6133804889617583,28.91542027921848,13.828616701429546,36.96133763915155,7.922730570058228,23.431050116123007,12.517180649518385,25.318080221156077
24,Penelope,0.6133439944014807,24.93164697878162,16.80938671959077,30.23909374485104,10.043501090547085,18.46283656756084,8.960000951087185,16.847272162246494
24,Daffy Duck,0.6320559266877888,30.380220760626685,14.186790183824806,33.31328047968173,5.935399154147874,19.695116806503798,12.851288303158947,27.418310129509837
36,Sylvester,0.5987602998766718,33.66530807611717,14.028903773547352,36.06197258684056,8.210751160539157,12.850832800222594,12.649867961579377,30.96823791637348
36,Marvin the Martian,0.6069362724074929,29.53912384747086,14.581605894213691,30.535950707174116,6.376638764467932,24.69949274168685,12.710376818800192,20.61541897607029
36,Road Runner,0.6209372197273824,26.98078708610979,13.083636623168172,31.523385081197798,4.823360922286809,26.234118937587404,14.15396461077795,24.02892024729196
36,Foghorn Leghorn,0.6195786600684497,30.360598283226608,15.586691452916137,34.7367713604383,6.157887650084766,19.834206430481863,11.989628192933536,25.441807508061
36,Bugs Bunny,0.6295246662789806,33.028028513598976,15.159164758626233,34.53530375944188,4.65010167931054,17.266926440176167,11.870547862141395,28.191238013266226
36,Elmer Fudd,0.6224437220494451,27.541610515218764,15.68438068540591,36.57242383533923,3.5530439954884434,26.281486892606573,14.425100100379002,26.413805881261606
36,Lola Bunny,0.6355398916192853,32.14494598924698,13.96505508877007,35.23828535256674,3.075428060203434,25.15390713663866,16.068230442646904,30.86866591148252
36,Porky Pig,0.6076907756790131,27.875218644519798,16.319715130583937,36.02944402685485,5.309401211043267,18.371635722117457,16.008667205962375,31.584745639307354
36,Tasmanian Devil,0.6149615068852866,26.934264038376813,15.496099900721926,33.947359031537296,4.834872858905942,21.500725626700614,11.269128584589698,22.719084036584345
36,Gossamer,0.6141445841452202,34.665678414075465,15.192530437374694,33.3584725590371,6.38524189695749,21.524152812252378,7.79586328353749,18.024105700984112
36,Granny,0.6203870926669443,29.06585040964665,14.061772707226813,30.62523067009732,4.842243147014486,24.549317629796175,15.249065934309762,25.679691008430108
36,Wile E. Coyote,0.6116188239221896,35.64738765405719,14.975910133525828,32.35574960271562,7.503931764853105,20.918745263568223,15.91162251394956,28.856228552185836
36,Tweety,0.6237338552688502,29.307022902363048,13.810038735998225,34.73438711035112,7.702145816601465,28.215922145071307,12.471690852319213,21.650898467383964
36,Penelope,0.6147958517502015,27.972829520087544,15.52720651506374,28.792356371142933,8.717547169910821,15.013093763358214,11.627325159384132,23.24785621569715
36,Daffy Duck,0.6334742994894785,28.820377254370737,16.515357090945987,37.13524119299531,7.344653847575429,21.899564226751348,12.402012817008512,25.997044664482456
